26.8251116,28.88444479,32.43717137,37.25990561,41.28270947,45.82833139,49.5846639,52.36222218,54.13475586,55.09328238,56.09438987,57.39797718,59.06045264,60.89859788,61.99294818,62.0734557,61.09233262,59.22459376,57.32609563,55.63404038,54.17526468,52.79804834,50.80627866,48.0046309,44.36761906,40.02572412,35.63775073,31.63624679,28.35820226,26.01204018,24.31900137,22.98011064,21.72348067,20.34994281,18.94708563,17.65876309,16.62471456,15.94401389,15.55028234,15.32535316,15.14828153
29.24525286,32.77893508,37.40001567,42.95491276,48.92684688,55.6351805,60.84797999,63.87102958,65.70250979,66.63783739,66.75337192,66.95107698,68.0881388,69.64132171,70.59125653,70.85425875,70.11825782,68.76254092,67.90879875,67.03517397,65.56726555,64.02928621,61.63948763,57.18097358,51.14361233,44.96253591,39.48347377,34.47728866,30.21220549,27.33112244,25.38690132,23.6818065,22.0285798,20.44465147,18.97425748,17.66043289,16.78296556,16.17627859,15.55347747,15.47518621,15.42482413
32.64043279,37.70321429,43.41457483,49.74507937,57.77912501,66.86031472,73.78787916,77.31331788,79.41464988,80.45562116,79.73164938,78.79975075,79.33217319,80.4864501,81.18512967,81.55925809,81.05585025,80.26903204,80.54596122,80.55379277,79.06526997,77.24068259,74.22730772,67.84300271,59.15679717,50.96271541,44.29970464,38.23486302,32.9158666,29.3774665,27.00435286,24.73414035,22.50449543,20.58278933,18.97299461,17.60377102,16.87897062,16.35355853,15.53734621,15.61188232,15.67811163
36.68176736,42.82969227,49.85090889,57.8081535,67.60961632,78.23103334,86.51865875,91.12072856,93.23694552,93.27323671,91.6475889,90.34424195,89.95683602,90.2917628,90.98783992,91.34774042,91.61058008,91.62787946,92.19449205,93.09155756,92.69547059,91.08365969,87.18189897,79.54559948,69.31779291,59.14488012,50.61443637,43.0272549,36.48080051,32.07866777,29.03131517,26.07846076,23.22779339,20.91128712,19.12264105,17.67616206,16.91786643,16.38552208,15.64731309,15.72537155,15.78224844
40.77535182,47.96163149,56.12519787,65.43617848,76.69485279,88.59500508,98.0944507,103.7817585,106.3341946,106.2767206,104.6867641,103.7180407,103.3559108,103.5061806,104.1768717,104.4436293,104.7919892,104.7365239,104.9828432,105.9086538,105.7072663,103.7756974,98.8566163,90.02268939,78.47628105,66.72997745,56.72936728,47.9043166,40.25952407,34.96818601,31.17560879,27.46772379,23.94952679,21.24390126,19.29848925,17.79056703,17.01209873,16.48475733,15.84887842,15.94426836,16.00158979
45.67583655,54.16788246,63.75157249,74.62691928,87.41064812,100.5045043,111.0916157,117.8394064,121.3090814,122.3964739,122.3028357,122.9229887,124.3882565,125.661593,126.4081557,126.5371877,125.7232898,123.8399655,122.5253649,121.9943285,120.6821531,117.849122,111.8701053,101.9408965,89.19207638,75.91649167,64.35136878,54.10823385,45.1600088,38.81769963,34.21273648,29.72144705,25.48444286,22.29813176,20.05757127,18.31169797,17.30207063,16.62549141,16.17736862,16.24262677,16.26739847
50.11565671,60.42773558,71.94395892,84.91854775,99.44844878,112.8325645,123.3099243,129.8436311,133.1714402,135.7388121,138.1376744,141.3383287,146.7695022,150.7790982,151.7134528,151.7024558,148.2779126,142.8536292,139.2356245,136.2475401,133.1714402,129.6081198,123.0662516,112.702567,99.44844878,84.981653,72.00925094,60.46256815,50.11565671,42.74104448,37.55946047,32.33108485,27.35707336,23.87588731,21.54164792,19.57361314,18.4093088,17.54400555,16.86421464,16.8950146,16.90993434
54.27041382,66.34368183,80.41981444,96.63640607,113.1433264,125.9864866,136.3940442,144.2898428,146.9220933,147.5083927,151.0891906,158.1607912,165.7569751,170.0495862,171.1517754,170.965124,167.252611,159.6632592,152.177843,148.0128118,146.9220933,144.0563262,136.1524351,125.8575896,113.1433264,96.69897653,80.48455329,66.37821966,54.27041382,45.92967625,40.39742159,34.92913852,29.67654585,25.94986096,23.31833959,20.94265027,19.46667422,18.37246901,17.46822232,17.56368694,17.6782552
56.40800117,69.47589855,84.90592553,102.6976993,120.8344349,135.0826738,146.7394626,155.9140772,160.3083197,163.599723,170.2086078,179.9591246,190.8715885,197.4360546,198.752943,198.3876156,192.426073,181.52071,171.3400941,164.1239896,160.3083197,155.6713727,146.4883474,134.9487053,120.8344349,102.7627316,84.97321186,69.51179487,56.40800117,47.70280165,42.29749806,37.05513481,31.9404798,28.17497447,25.28107239,22.5049089,20.75952754,19.41952085,18.15688317,18.33033044,18.5578038
56.29218695,68.79222637,82.92455676,98.63646173,117.2480917,136.349818,152.0430764,163.2323658,174.9399766,190.3172775,204.1027076,215.0289675,231.497563,243.7997983,245.3242982,244.7632438,233.0714625,216.610056,205.2483261,190.8480919,174.9399766,162.9866295,151.7888247,136.2141762,117.2480917,98.70230608,82.99268348,68.82857148,56.29218695,48.0768525,43.17517088,38.50302984,33.91370077,30.33243633,27.26492105,24.22384463,22.40668582,20.8626685,19.0120814,19.25881925,19.5767329
